Order_ID,Order_Date,Year,Region,Category,Channel,Customer_Segment,Payment_Method,Quantity,Unit_Price_INR,Discount,Shipping_Cost_INR,Customer_Rating,Returned,Sales_INR
ORD100105,2020-01-14 03:13:43,2020,East,Books,Mobile App,Consumer,Net Banking,4,538.74,0.02,219.18,3.6,0,2498.5
ORD100106,2023-02-26 19:56:28,2023,Central,Electronics,Mobile App,Home Office,Net Banking,4,1716.82,0.095,240.87,5.0,0,5916.2
ORD100107,2020-08-26 22:23:20,2020,North,Electronics,Website,Home Office,COD,6,2796.71,0.073,86.58,5.0,0,14066.63
ORD100108,2019-11-19 02:57:35,2019,Central,Home & Kitchen,Mobile App,Consumer,COD,4,2242.88,0.002,164.25,3.7,0,9483.51
ORD100109,2024-06-07 12:24:35,2024,East,Sports,Mobile App,Home Office,Credit Card,5,1165.37,0.16,92.0,3.6,0,5683.35
ORD100110,2020-01-03 08:16:39,2020,West,Electronics,Website,Corporate,UPI,6,2664.36,0.035,172.9,2.9,1,16813.26
ORD100111,2023-09-10 02:20:02,2023,North,Clothing,Mobile App,Corporate,Credit Card,7,1338.85,0.15,50.6,4.1,0,9065.15
ORD100112,2023-11-07 13:14:45,2023,Central,Clothing,Marketplace,Home Office,UPI,1,1476.9,0.192,191.52,4.1,0,1146.86
ORD100113,2019-06-03 22:37:35,2019,North,Home & Kitchen,Mobile App,Home Office,Debit Card,5,2228.06,0.218,122.36,4.5,0,9887.66
ORD100114,2020-03-18 01:04:22,2020,Central,Books,Mobile App,Consumer,UPI,2,587.03,0.079,159.21,4.6,0,1214.19
ORD100115,2024-07-23 09:26:06,2024,West,Clothing,Website,Consumer,COD,2,1058.17,0.099,35.69,3.9,0,1764.21
ORD100116,2022-07-20 15:21:48,2022,South,Clothing,Website,Home Office,Net Banking,6,976.84,0.074,183.0,4.4,0,4840.46
ORD100117,2019-11-07 04:12:44,2019,North,Electronics,Website,Home Office,Credit Card,1,2251.28,0.287,139.12,3.5,1,1543.46
ORD100118,2025-12-09 23:24:48,2025,West,Clothing,Website,Consumer,COD,6,1653.7,0.057,167.56,4.3,0,8791.81
ORD100119,2020-11-08 07:26:00,2020,North,Electronics,Marketplace,Home Office,Net Banking,6,2342.87,0.055,99.45,3.7,0,13127.8
ORD100120,2025-06-20 04:02:26,2025,West,Beauty,Marketplace,Corporate,Debit Card,7,859.6,0.134,62.08,4.3,0,5144.16
ORD100121,2019-02-12 09:04:16,2019,West,Home & Kitchen,Mobile App,Corporate,UPI,5,1380.61,0.057,125.79,4.2,0,7563.59
ORD100122,2022-11-15 09:12:54,2022,South,Home & Kitchen,Mobile App,Consumer,Credit Card,7,2255.83,0.047,237.68,4.0,0,15584.33
ORD100123,2025-12-13 07:46:50,2025,South,Sports,Mobile App,Home Office,Debit Card,1,1394.9,0.029,80.11,4.5,0,1757.16
ORD100124,2023-01-16 21:08:13,2023,South,Beauty,Mobile App,Home Office,Net Banking,7,1023.86,0.192,178.68,3.0,0,5361.89
ORD100125,2023-02-03 08:05:04,2023,South,Electronics,Mobile App,Corporate,Credit Card,2,2490.03,0.184,40.97,3.3,1,4669.95
ORD100126,2021-09-19 04:12:03,2021,North,Home & Kitchen,Mobile App,Home Office,Net Banking,3,1601.34,0.195,187.98,3.8,0,4276.15
ORD100127,2019-11-21 09:09:55,2019,South,Clothing,Marketplace,Home Office,Credit Card,1,1020.6,0.232,82.46,3.1,0,794.86
ORD100128,2023-01-03 19:12:25,2023,West,Sports,Mobile App,Home Office,Credit Card,3,1442.63,0.098,129.33,3.7,0,4226.36
ORD100129,2025-04-12 12:06:22,2025,South,Clothing,Mobile App,Home Office,Debit Card,6,1201.75,0.276,110.91,3.8,0,5885.92
ORD100130,2019-08-21 20:36:47,2019,West,Electronics,Mobile App,Home Office,UPI,2,2497.31,0.22,54.82,4.9,0,4140.37
ORD100131,2025-02-28 06:02:56,2025,Central,Sports,Website,Home Office,Debit Card,6,1801.32,0.241,106.03,4.1,0,9229.55
ORD100132,2021-11-26 20:36:48,2021,West,Home & Kitchen,Website,Home Office,Credit Card,5,1570.22,0.216,107.03,4.7,0,5171.31
ORD100133,2022-10-02 12:40:41,2022,East,Electronics,Website,Corporate,Credit Card,5,2289.16,0.108,144.86,4.2,0,10429.39
ORD100134,2020-02-27 18:35:47,2020,South,Sports,Mobile App,Home Office,Net Banking,7,1158.5,0.085,243.92,3.7,0,8911.26
ORD100135,2023-05-09 07:12:36,2023,Central,Clothing,Marketplace,Consumer,Credit Card,4,1128.19,0.127,133.4,4.1,0,4370.23
ORD100136,2020-04-11 02:16:03,2020,South,Books,Marketplace,Corporate,Net Banking,3,642.93,0.029,231.17,4.5,0,2370.62
ORD100137,2020-11-29 06:23:42,2020,East,Sports,Marketplace,Corporate,Net Banking,7,1779.55,0.135,131.54,4.8,0,12941.39
ORD100138,2024-01-19 10:34:42,2024,East,Home & Kitchen,Website,Home Office,Net Banking,4,2118.64,0.013,53.66,3.9,0,7127.36
ORD100139,2019-05-10 03:04:48,2019,West,Beauty,Marketplace,Consumer,Credit Card,5,745.48,0.001,80.63,2.9,0,4046.46
ORD100140,2022-02-16 23:54:19,2022,East,Beauty,Marketplace,Corporate,COD,3,947.76,0.279,119.65,2.9,0,2542.76
ORD100141,2023-02-28 17:09:19,2023,West,Beauty,Mobile App,Consumer,Credit Card,2,884.24,0.207,101.58,3.8,0,1481.72
ORD100142,2019-12-04 11:09:46,2019,Central,Electronics,Website,Home Office,Credit Card,2,2849.7,0.169,220.48,2.5,0,5999.26
ORD100143,2021-01-23 09:27:45,2021,South,Clothing,Mobile App,Home Office,COD,2,1442.66,0.102,179.3,5.0,0,2926.39
ORD100144,2021-05-27 23:45:41,2021,Central,Clothing,Marketplace,Consumer,Credit Card,2,1643.67,0.171,157.23,4.4,0,2376.79
ORD100145,2023-08-24 05:10:10,2023,North,Sports,Marketplace,Home Office,Net Banking,6,1244.91,0.267,138.07,3.6,0,5784.41
ORD100146,2025-11-01 11:14:13,2025,Central,Electronics,Mobile App,Corporate,UPI,1,2195.56,0.196,117.4,3.3,0,1992.79
ORD100147,2024-11-07 10:37:26,2024,North,Beauty,Mobile App,Home Office,Net Banking,5,1056.95,0.181,164.68,4.7,0,5108.07
ORD100148,2020-04-30 00:59:26,2020,Central,Sports,Mobile App,Home Office,COD,7,1428.48,0.138,57.41,3.3,0,9419.52
ORD100149,2019-02-16 10:02:25,2019,South,Books,Website,Consumer,Net Banking,6,603.83,0.104,65.76,3.3,0,3153.54
ORD100150,2019-05-13 16:29:43,2019,Central,Clothing,Mobile App,Consumer,Debit Card,3,1340.87,0.21,96.69,3.5,0,3814.85
ORD100151,2023-03-03 15:27:56,2023,North,Electronics,Website,Corporate,COD,1,2850.23,0.294,67.66,4.1,0,2415.15
ORD100152,2020-02-04 09:38:41,2020,East,Sports,Marketplace,Consumer,Credit Card,6,1268.44,0.127,178.96,4.4,0,6371.16
ORD100153,2020-08-14 03:40:24,2020,Central,Electronics,Marketplace,Consumer,Credit Card,1,2781.77,0.118,35.45,4.8,0,2458.7
ORD100154,2024-12-05 22:23:29,2024,North,Electronics,Mobile App,Home Office,UPI,5,2135.9,0.128,65.24,4.7,0,10156.19
ORD100155,2025-02-11 15:48:57,2025,South,Books,Mobile App,Home Office,Net Banking,5,554.07,0.128,228.57,4.0,0,2669.94
ORD100156,2024-11-14 13:30:11,2024,North,Books,Marketplace,Corporate,Net Banking,2,572.4,0.297,249.46,4.7,0,1108.14
ORD100157,2020-10-10 08:47:43,2020,South,Sports,Mobile App,Consumer,Net Banking,6,1343.93,0.212,137.27,3.6,0,6770.85
ORD100158,2023-04-11 03:04:58,2023,South,Books,Marketplace,Consumer,Net Banking,2,704.01,0.108,138.98,2.8,0,1275.99
ORD100159,2020-04-18 11:49:02,2020,West,Electronics,Mobile App,Home Office,UPI,2,2752.9,0.111,200.15,3.6,0,4352.15
ORD100160,2022-11-15 20:24:33,2022,South,Electronics,Website,Consumer,Net Banking,6,2827.22,0.129,37.96,3.5,0,15096.37
ORD100161,2022-09-04 13:20:18,2022,North,Clothing,Website,Consumer,Net Banking,7,1687.8,0.011,123.94,3.6,1,9929.68
ORD100162,2021-10-09 14:26:15,2021,North,Electronics,Website,Corporate,Credit Card,2,2460.46,0.158,51.96,3.4,0,4171.05
ORD100163,2024-04-05 06:00:49,2024,Central,Books,Mobile App,Corporate,Debit Card,7,549.13,0.243,118.2,3.7,0,2919.1
ORD100164,2023-09-28 23:58:05,2023,Central,Electronics,Mobile App,Corporate,COD,7,2679.39,0.198,246.44,4.4,0,14907.49
ORD100165,2022-09-23 11:10:32,2022,South,Beauty,Mobile App,Corporate,Debit Card,6,686.78,0.06,195.8,5.0,0,4726.49
ORD100166,2024-01-30 01:36:44,2024,North,Books,Website,Home Office,Net Banking,1,664.91,0.218,246.71,2.9,0,753.03
ORD100167,2024-05-04 12:07:48,2024,North,Sports,Marketplace,Corporate,Debit Card,3,1535.26,0.216,194.13,3.2,0,4024.52
ORD100168,2022-12-20 02:13:55,2022,Central,Clothing,Mobile App,Home Office,Net Banking,5,1456.35,0.079,163.78,3.5,0,6392.92
ORD100169,2020-11-15 04:12:20,2020,West,Home & Kitchen,Marketplace,Corporate,Net Banking,7,1720.31,0.187,195.93,4.5,0,10219.21
ORD100170,2024-04-22 12:39:13,2024,West,Beauty,Mobile App,Corporate,Net Banking,6,857.47,0.183,175.0,3.9,0,5065.82
ORD100171,2024-01-09 05:18:25,2024,South,Sports,Mobile App,Corporate,Net Banking,3,1151.17,0.252,132.09,3.5,0,3037.13
ORD100172,2025-11-18 14:44:13,2025,West,Home & Kitchen,Mobile App,Home Office,COD,2,1769.55,0.041,94.36,4.5,0,3866.66
ORD100173,2020-01-18 20:22:52,2020,North,Clothing,Website,Home Office,Credit Card,7,1266.97,0.058,144.44,4.6,0,9155.04
ORD100174,2021-12-07 15:50:43,2021,West,Sports,Website,Consumer,COD,2,1310.45,0.146,86.87,4.0,1,2278.21
ORD100175,2025-06-20 07:45:41,2025,East,Books,Mobile App,Home Office,Net Banking,3,487.32,0.013,137.07,3.5,0,1399.72
ORD100176,2022-08-08 06:34:57,2022,South,Home & Kitchen,Marketplace,Home Office,Debit Card,7,1928.3,0.125,62.15,4.2,0,11154.29
ORD100177,2025-08-06 08:15:29,2025,West,Electronics,Website,Home Office,Credit Card,4,2034.5,0.236,154.39,3.8,1,6322.03
ORD100178,2019-02-01 20:57:07,2019,West,Beauty,Mobile App,Consumer,Debit Card,2,1085.97,0.045,83.96,3.8,0,2105.07
ORD100179,2019-03-31 21:27:24,2019,East,Books,Marketplace,Home Office,Net Banking,1,446.19,0.138,94.59,3.7,0,438.78
ORD100180,2024-07-27 15:34:32,2024,North,Books,Marketplace,Consumer,Credit Card,4,587.24,0.297,139.79,4.6,0,1801.09
ORD100181,2021-07-05 03:35:57,2021,North,Home & Kitchen,Mobile App,Consumer,Credit Card,7,1508.44,0.152,65.76,4.2,1,11204.51
ORD100182,2022-08-22 16:59:35,2022,Central,Electronics,Website,Home Office,COD,4,2289.17,0.149,241.72,4.7,0,7720.29
ORD100183,2021-12-29 23:48:51,2021,South,Beauty,Website,Consumer,Debit Card,5,948.51,0.168,128.33,4.9,0,4073.22
ORD100184,2021-11-08 17:59:09,2021,South,Sports,Mobile App,Home Office,Net Banking,2,1654.9,0.056,107.5,4.3,0,3008.42
ORD100185,2025-07-29 07:06:39,2025,West,Books,Marketplace,Corporate,UPI,6,541.8,0.044,36.42,3.7,0,3733.48
ORD100186,2019-08-29 10:45:01,2019,South,Electronics,Website,Consumer,UPI,6,2266.46,0.203,215.52,4.7,0,11827.28
ORD100187,2024-05-27 18:52:40,2024,South,Clothing,Marketplace,Consumer,COD,5,1104.38,0.119,167.68,4.3,0,5356.87
ORD100188,2025-03-23 23:05:00,2025,West,Home & Kitchen,Marketplace,Home Office,UPI,6,1808.39,0.087,121.61,5.0,0,11118.82
ORD100189,2023-08-08 08:16:11,2023,East,Electronics,Website,Home Office,Net Banking,5,2101.37,0.009,84.02,4.2,0,10137.45
ORD100190,2021-10-06 15:19:26,2021,West,Books,Mobile App,Corporate,COD,3,614.0,0.254,193.93,4.5,0,1718.65
ORD100191,2020-02-13 23:53:10,2020,North,Electronics,Website,Home Office,Debit Card,6,2176.13,0.01,238.0,4.2,0,14964.98
ORD100192,2022-04-13 05:56:02,2022,East,Beauty,Marketplace,Consumer,COD,6,1060.77,0.225,113.78,3.9,0,5301.82
ORD100193,2020-01-17 19:12:29,2020,East,Books,Mobile App,Corporate,Debit Card,6,541.36,0.115,59.67,3.8,0,2710.68
ORD100194,2021-07-08 06:23:27,2021,West,Sports,Website,Consumer,COD,2,1319.51,0.18,54.02,4.2,0,2298.73
ORD100195,2025-09-23 17:18:01,2025,North,Sports,Website,Corporate,Credit Card,5,1350.79,0.074,31.4,4.3,0,6472.51
ORD100196,2020-11-09 07:48:47,2020,North,Clothing,Mobile App,Consumer,Debit Card,1,1007.38,0.047,193.67,4.8,0,1286.06
